id,name,address,birthdate,nationality,ownership_percentage,type
3879,Taylor Douglas,"419 Latoya Brooks Apt. 824
New Georgeshire, UT 59888",1992-10-24,South Georgia and the South Sandwich Islands,53.97,Person
3880,Paul King,"510 Jamie Brooks
Lake Douglas, FM 83475",1959-01-23,Algeria,96.07,Company
3881,Ryan Alvarez,"PSC 6688, Box 7030
APO AA 05725",1945-11-19,Poland,68.32,Person
3882,James Morales,"143 Smith Flat
East Michaelabury, PR 82873",2004-07-08,Philippines,63.88,Person
3883,Brandi Mclean,"3413 Kathryn Gateway Apt. 888
West Sean, PR 43120",1923-10-15,Italy,34.8,Person
3884,Casey Johnson,"4503 Petersen Greens
Ashleyberg, WI 81812",1919-06-03,Kyrgyz Republic,77.56,Person
3885,Sylvia Rodriguez,"12328 Vanessa Valley Apt. 057
West Allisonbury, CT 64096",1943-07-14,Australia,83.99,Company
3886,Seth Carter,"94192 Doyle Islands
North Aaronport, CO 27848",2010-11-13,Egypt,32.87,Person
3887,Deborah Holmes,"USCGC Wilson
FPO AP 65267",1953-11-09,Hong Kong,8.5,Person
3888,Paul Marshall,"5591 Mary Divide
East Maureen, MD 54822",1972-10-03,Brunei Darussalam,21.13,Person
3889,Kristen Clark,"8678 Graham Ramp
Lake Heatherport, MT 79895",2005-07-26,Mayotte,31.61,Person
3890,Charles Miller DDS,"637 Thomas Harbor Apt. 784
New Yolanda, DE 85069",2015-03-03,Belize,30.26,Person
3891,Theodore Fisher,"USNS Harrell
FPO AA 73215",1937-07-26,North Macedonia,28.34,Company
3892,Susan Meyer,"57487 Danielle Islands Suite 062
Jenniferville, AS 30258",2005-07-01,Pakistan,64.99,Person
3893,Sean Perez,"228 Castro Crossing
Teresaborough, ID 02382",1969-12-08,Norfolk Island,84.54,Person
3894,John Gillespie,"Unit 3868 Box 5890
DPO AA 04883",1917-11-12,Samoa,4.93,Company
3895,Maria Patterson,"14807 Clay Mountains
Colleenshire, FL 12636",2018-01-28,Sierra Leone,72.57,Company
3896,Laurie Singleton,"5268 Rose Island
Christianmouth, CA 55548",2004-04-10,Nauru,2.65,Company
3897,Brandi Pierce,"907 Knight Springs Apt. 452
North Juanborough, WA 42814",2009-04-05,Trinidad and Tobago,28.61,Company
3898,Ryan Jennings,"5758 Barker Inlet Apt. 192
New Richard, MT 16660",1966-09-28,Eritrea,56.08,Person
3899,Karen Russell,"8189 Anthony Dale
South Leonard, FM 62125",1957-09-21,Papua New Guinea,82.35,Person
3900,Autumn Richardson,"741 Joseph View Apt. 736
Serranoborough, DE 46073",1932-07-17,British Indian Ocean Territory (Chagos Archipelago),13.26,Company
3901,Todd Walker,"541 Rachel Burgs Suite 698
Sabrinaberg, UT 13480",2010-07-05,Micronesia,56.13,Company
3902,Kristina Tran,"PSC 8699, Box 7496
APO AE 29003",1937-03-03,Russian Federation,79.49,Company
3903,Stephanie Wilson,"17155 Michael Grove Apt. 410
Bowmanville, IN 23216",1914-09-29,Turks and Caicos Islands,18.37,Company
3904,Mrs. Sarah Brewer,"5917 Jacob Terrace
Lake Seanberg, ND 10551",1966-11-16,Mali,72.43,Company
3905,Loretta Cohen,"120 Logan Points Apt. 331
South David, GU 10695",1914-01-22,Swaziland,50.33,Person
3906,Rachel Brown,"9338 Cory Trace Apt. 156
Nguyenburgh, RI 88132",1925-05-04,Macao,52.44,Company
3907,George Lee,"186 Thomas Track Suite 988
South Jonathan, AS 94497",1934-12-11,Iran,2.57,Person
3908,Willie Johnston,"PSC 1938, Box 6079
APO AA 15119",1924-01-02,Anguilla,6.35,Company
3909,Carlos George,"131 Monica Summit
South Austin, PA 04314",1960-02-10,Bolivia,16.06,Person
3910,Christina Davis,"97352 Pittman Groves Suite 072
Lake Charles, ID 31527",2015-11-10,Chad,65.78,Company
3911,Ashley Cooper,"437 Amanda Run
Lake Katelynburgh, WY 42320",1972-10-17,Costa Rica,28.25,Company
3912,Charles Harrison MD,"3970 Jennifer Mount Apt. 837
Smithton, VT 70724",1969-04-30,Saint Barthelemy,71.62,Company
3913,Megan Nguyen,"86252 James Road
Lake Zoe, NM 31797",1936-02-07,Saint Vincent and the Grenadines,48.04,Company
3914,Steven Frederick,"8759 Barr Fort Apt. 470
South Douglasmouth, CA 81981",1990-11-18,Monaco,78.97,Person
3915,Tracy Jenkins,"7061 Sanders Wells Apt. 492
Monicastad, MI 41430",1966-03-30,Christmas Island,43.13,Person
3916,Renee Johnson,"Unit 7208 Box 6463
DPO AP 88577",1984-02-11,Tokelau,31.81,Company
3917,Sarah Collins,"Unit 9254 Box 2412
DPO AA 98552",1955-07-21,Jamaica,49.91,Company
3918,Karen Tran,"8545 Adam Stream Apt. 858
Port Mark, NY 94752",2008-10-15,Andorra,2.99,Company
3919,Stephen Adams,"923 Delacruz Tunnel
Port David, CT 42707",1937-04-26,Saint Lucia,33.41,Company
3920,James Preston MD,"PSC 9686, Box 8865
APO AP 34662",1921-10-16,Uruguay,4.97,Person
3921,Andrew Hill,"857 Abigail Centers
Lake Angelicastad, VI 61798",1934-10-21,Niger,87.4,Person
3922,Jeremy Jenkins,"399 Wilson Haven
East Julie, NE 67461",1927-06-07,Timor-Leste,53.26,Company
3923,Tiffany Garcia,"166 Billy Loop Suite 835
East Lawrence, MP 99227",1941-07-08,Korea,8.45,Person
3924,Brittany Fields,"48118 Ronald Walk Apt. 047
Diazhaven, NC 44821",1944-11-14,Mali,67.54,Person
3925,Kristen Butler,"70743 Danielle Divide Suite 926
East Andrew, NH 97201",1927-11-19,Slovenia,68.17,Company
3926,Heather Parker,"74280 Jones Villages Suite 133
Richardton, OH 05076",1918-03-16,Guatemala,8.42,Company
3927,Timothy Mccoy,"558 Haley Tunnel Apt. 205
Williamland, NV 48158",1960-12-02,Jordan,69.32,Person
3928,Ryan Nguyen,"67014 Anthony Glens
Meyerfurt, PW 53034",1927-09-11,Seychelles,14.45,Company
3929,Stephanie Howard,"19548 Debra Drive Apt. 163
Kellymouth, PW 25505",1992-01-28,Qatar,38.88,Person
3930,Timothy Medina,"128 Wright Tunnel Apt. 401
Davishaven, MO 33641",1978-02-03,Myanmar,68.29,Person
3931,Justin Jennings,"251 Schmidt Path
Bentonfort, NH 92851",1977-07-07,British Virgin Islands,30.0,Company
3932,Morgan Marsh,"675 Brent Fords
Claudiaton, NY 82653",2020-11-29,Bulgaria,29.67,Person
3933,Lisa Rodriguez,"02333 Marquez Point
Terrybury, OK 95614",1921-03-31,Taiwan,48.36,Company
3934,Heather Vaughn,"87685 Jeremy Neck
Mitchellfurt, OH 09758",1926-10-17,Turkey,74.77,Person
3935,Rebecca Palmer,"336 Miguel Green Suite 159
New Alexandriashire, ID 06478",1998-07-03,Hong Kong,5.81,Person
3936,John Lamb,"12873 Wayne Ville Suite 006
Michaelstad, MP 63932",1921-11-02,Sudan,34.45,Company
3937,Christopher Cook,"069 Cathy Plains
Corteztown, NC 92005",1918-05-10,Guernsey,43.95,Person
3938,Jerry Peterson,"9643 Mary Fords
Janicehaven, MD 78885",2001-01-18,Tokelau,28.32,Person
3939,James Johnson,"042 Tucker Canyon Suite 856
East Crystalburgh, AK 42918",1956-09-11,Ghana,24.77,Person
3940,Tammy Bell,"927 Smith Spurs Suite 303
South Donald, MI 69565",1998-02-03,Lithuania,54.14,Person
3941,Sean Benson,"865 Peterson Corners Suite 331
Lake Rubenburgh, NE 85643",1909-10-15,Kiribati,36.42,Company
3942,Nicole Romero,"5754 Johnson Estate
Stuartberg, KY 05271",1949-07-07,Moldova,18.38,Person
3943,Paula Richard,"939 James Place
Shawnberg, CO 78457",1960-03-07,Denmark,96.73,Company
3944,Mandy King,"79534 Patricia Greens
Lake Derrickmouth, CA 08988",2008-06-27,Burkina Faso,87.87,Company
3945,Mr. Michael Smith,"3827 Connor Mall Suite 580
North Mikaylaland, NV 95519",1925-01-22,Wallis and Futuna,55.69,Person
3946,Tracy Deleon,"519 Mata Dale Suite 917
New Margaret, IN 72321",1969-01-12,Ghana,85.48,Person
3947,Jody Wilson,"85856 Richard Harbors
Stacyport, MP 60420",1934-12-14,Pitcairn Islands,14.12,Company
3948,Karina Ho,"943 Rowland Mill
Brownport, CA 89883",1968-11-29,Mayotte,94.33,Person
3949,Manuel Mann,"20731 Bartlett Greens
Matthewmouth, AL 42459",1972-05-27,Gambia,71.67,Person
3950,Nathan Allen,"687 Daniel Rue Apt. 425
Shannonport, WV 47274",1930-06-29,Azerbaijan,49.88,Person
3951,Jennifer Mooney,"05343 Bell Trail
Jackview, OK 92580",1947-11-12,Brazil,53.88,Person
3952,Dana Warren,"290 Robert Landing
Bryantton, CT 25666",1928-11-10,Aruba,88.19,Company
3953,Tyrone Burns,"2952 Taylor Club Apt. 173
North Shawn, MA 13043",2007-05-06,Bhutan,50.5,Company
3954,Luis Carroll,"31255 Miller Path Suite 519
Port Carolchester, TX 42709",1965-07-17,Namibia,41.69,Person
3955,Michael Harris,"496 Bush Loop Apt. 360
Greenmouth, CA 58433",1967-08-19,Vietnam,34.11,Company
3956,John Rivera,"5670 Jordan Station
Medinamouth, VT 20906",1966-03-18,Mali,22.33,Person
3957,Patricia Warren,"3040 Walsh Union Apt. 226
Port Frankburgh, KS 32317",1928-12-26,Jordan,81.5,Person
3958,Joshua Gonzalez,"USNS Moore
FPO AE 75334",2021-04-26,Greece,45.6,Person
3959,Nicholas Jenkins,"342 Alyssa Harbor
East Christineberg, AZ 54929",2015-12-09,Kyrgyz Republic,96.12,Company
3960,Robert Tanner,"4837 Chelsea Crest Apt. 966
Carlaview, MS 12085",1984-04-26,New Zealand,13.34,Company
3961,Hannah Obrien,"28138 Jones Mews
East Marystad, NY 31072",1940-09-22,Andorra,48.36,Person
3962,Rebecca Coleman MD,"872 Benjamin Camp Suite 031
Port Sheriborough, GA 44290",1940-02-22,Sao Tome and Principe,67.2,Company
3963,Andrew Walker,"1108 Austin Center Suite 260
Johnside, OR 47204",1917-10-30,Samoa,38.81,Person
3964,Jessica Powers,"68335 Bowman Roads Suite 255
Port Adam, MP 66801",1951-11-01,Solomon Islands,62.41,Company
3965,Cathy Taylor,"50422 Baker Prairie
West Charlesborough, CT 29382",1985-03-29,Bahamas,31.55,Person
3966,Gregory Johnson,"57241 Olson Flats Apt. 480
Lake Christopherville, MH 14298",1931-03-03,Poland,71.8,Company
3967,Samantha Stevens,"9625 Kemp Harbor Apt. 263
West Lisa, NC 29863",1997-12-22,Guatemala,79.35,Person
3968,Bernard Owen,"03698 Smith Flats
Daltonfurt, TN 72024",1955-01-19,Cambodia,14.06,Company
3969,Lisa Velasquez,"198 Stewart Islands
New Michael, IL 31770",2007-05-19,Bermuda,29.62,Company
3970,Samantha Bailey,"PSC 8320, Box 2759
APO AE 35962",1928-08-19,Niue,26.41,Person
3971,Abigail Kent,"384 Hunter Burg Apt. 737
Sherrymouth, MP 73947",1913-03-03,Myanmar,43.03,Company
3972,Evan Miller,"52301 Garcia Gateway Suite 338
New Christina, ND 55894",1916-01-01,Australia,83.17,Company
3973,Linda Ramirez,"1251 Stewart Common
South Jacquelinehaven, PA 32734",1916-01-09,Puerto Rico,75.84,Person
3974,Lucas Green,"86942 Kristen Common Suite 922
East Joseberg, GA 15066",2005-12-20,Tajikistan,20.78,Person
3975,Dennis Hartman,"72651 Pearson Coves
Tannerchester, CO 86140",2015-08-20,Costa Rica,82.06,Company
3976,Sierra Nichols,"3058 Brooke Drive
Smithton, TN 87044",1988-01-02,Benin,56.18,Person
3977,Paige Hill,"Unit 5072 Box 3211
DPO AP 31610",1968-08-24,Venezuela,79.31,Person
3978,Crystal Williams,"064 Steven Spring
South Joshuabury, MP 68398",2007-08-23,French Guiana,21.88,Company
3979,Elizabeth Jackson,"724 Angela Valleys
New Shannon, FM 03513",1920-08-19,Dominica,85.83,Company
3980,Jose Clark,"085 Bobby Lane
Colemanland, MI 33560",2013-05-03,Panama,6.02,Person
3981,Meagan Perry,"5731 Martinez Lake Suite 366
Foleyland, MI 55375",1943-02-03,Greece,77.18,Person
3982,Robert Chavez,"873 Scott Views Apt. 612
Kristinburgh, MI 56724",1945-10-08,Dominican Republic,47.4,Company
3983,Brianna Jimenez,"USNV Holmes
FPO AE 32537",1970-02-28,Costa Rica,36.88,Person
3984,Tracey Riley,"393 Hughes Green
Samanthaview, PA 24813",2006-01-04,United States Virgin Islands,49.53,Person
3985,Gregory Mcbride,"806 Carmen Lane
East Margaretton, FM 76514",1981-01-01,Sri Lanka,18.09,Person
3986,Autumn Bruce,"09559 Hobbs Bridge Apt. 095
Kevinmouth, NY 70346",1959-05-01,Guinea-Bissau,18.99,Company
3987,John Cummings,"61475 Pineda Keys Suite 521
Jessetown, NY 56218",1934-02-28,Netherlands Antilles,16.08,Company
3988,Dean Koch,"2190 Corey Station Suite 556
Diazburgh, OR 07292",1946-02-22,Australia,85.93,Company
3989,Amanda Skinner,"7323 Huerta Meadows
West Robert, KS 67945",1926-10-05,Kuwait,19.01,Person
3990,Jeffrey Delgado,"0116 Hess Dale
South Nicole, VT 48185",1919-04-04,Eritrea,67.38,Company
3991,Stephanie Leonard,"07812 Jessica Port Apt. 791
Laurenborough, AR 58433",2012-11-29,Antarctica (the territory South of 60 deg S),60.45,Person
3992,Ryan Patel,"765 Harris Viaduct Suite 328
Port Jeremymouth, MS 65813",1961-07-01,Bulgaria,30.61,Person
3993,Manuel Neal,"475 Stephen Meadow
New Morganfurt, IN 49871",1974-09-16,Haiti,0.96,Company
3994,Bailey Johnston,"48991 Carla Crossing Apt. 768
Finleyfurt, AR 59680",1924-07-17,Tajikistan,10.66,Company
3995,Kevin Meyers,"987 Ryan Avenue Suite 682
West Brian, HI 83101",2020-09-29,United Kingdom,20.82,Person
3996,Christina Peters,"215 Phillips Port Apt. 750
Port Tonymouth, NE 61284",1987-11-15,Portugal,40.17,Person
3997,Amanda Baker,"065 Buck Circle Apt. 620
Rodriguezport, UT 14643",1954-04-01,United States Virgin Islands,84.76,Person
3998,Ashley Sanders,"7919 Patel Falls
Port Joseph, MP 09209",1931-09-04,Dominican Republic,46.24,Person
3999,Veronica Owens,"Unit 0743 Box 6046
DPO AE 28539",1954-03-30,Israel,49.6,Person
4000,Jack Turner,"83743 Olsen Meadow Apt. 641
Perezbury, WV 24388",1924-10-05,Samoa,0.42,Company
4001,Jeffrey Davis,"95881 Rebecca Forge
Millermouth, VI 28679",1938-08-22,Zambia,9.12,Company
4002,Joy Palmer,"3097 Schroeder Bypass Apt. 466
South Carolinemouth, PW 47403",2025-03-20,Sao Tome and Principe,64.18,Company
4003,Mary Jackson,"453 Stephanie Manor Apt. 363
East Jenniferchester, NE 63669",1922-08-07,Argentina,42.65,Person
4004,Rachel Acosta,"54296 Olsen Forks
Jasonstad, HI 22661",1968-05-15,Ireland,63.56,Company
4005,Paul Moore,"812 Goodman Glen Apt. 852
New Nina, NC 17171",1911-07-27,India,47.15,Company
4006,Joseph Costa,"473 Wendy Harbors Suite 170
Port Teresa, OK 25312",1910-01-10,Taiwan,87.22,Person
4007,Kenneth Martinez,"846 Reeves Knolls
East Rachel, MA 04782",1928-08-28,Grenada,95.95,Person
4008,April White,"2494 Bush Cape
Port Amyborough, AK 20423",2011-12-19,Zimbabwe,16.54,Company
4009,Nicholas Young,"01384 Holder Lake Suite 224
Paulmouth, NC 69698",1979-03-26,Togo,56.4,Person
4010,Brittany Moreno,"10969 Zachary Fields Suite 986
East Amanda, ME 29346",1973-06-09,Malaysia,17.97,Person
4011,David Vargas,"778 Desiree Skyway Suite 007
West Julieside, NE 51352",1920-03-23,Dominica,85.94,Company
4012,Katherine Spears,"058 Julie Spurs Suite 931
Davidside, VT 68430",1987-09-23,Costa Rica,70.88,Company
4013,Brian Hess,"46762 Hughes Land Suite 486
Matthewport, VA 27600",1967-03-24,India,41.12,Person
4014,Tracy Mitchell,"50091 David Crest Suite 365
Shermantown, GU 41512",2001-07-26,Nauru,62.53,Company
4015,Kimberly Gillespie,"874 Hale Crest Suite 283
East Amberport, VI 61272",1966-03-09,United States Minor Outlying Islands,85.78,Company
4016,Jose Palmer,"USNV Lewis
FPO AE 07015",1955-01-15,Guinea,63.0,Company
4017,Rhonda Gilbert,"660 Ware Corner
Michelleberg, HI 20277",2010-05-21,Egypt,90.12,Person
4018,Dylan Everett,"036 Morales Rue
Allenchester, MI 13044",1965-11-24,Palestinian Territory,84.17,Person
4019,Jerome Maxwell,"Unit 3133 Box 6851
DPO AE 27862",1985-09-27,Tuvalu,2.4,Person
4020,Sarah Smith,"4490 Garner Stream
Stevensontown, DE 46009",1922-04-01,Wallis and Futuna,80.54,Person
4021,Hannah Mckinney,"223 Williams Fork
West Jason, TX 67469",2003-07-02,American Samoa,45.41,Person
4022,Jeanne Perkins,"43450 Christina Lane Suite 613
Davidhaven, FL 63360",1951-09-10,Moldova,14.24,Company
4023,Jason Fischer,"398 Reed Neck Apt. 723
Deborahburgh, KS 98112",2002-01-09,Ireland,49.79,Person
4024,Daniel Gonzalez,"851 Joseph Isle Apt. 548
Pamelaview, NC 91169",2024-10-02,Algeria,62.53,Person
4025,Janet Miller MD,"65370 Robert Junction Apt. 244
New Cynthia, SC 69282",1986-03-28,Macao,46.05,Company
4026,Victoria Cole,"613 Olivia Forks
Bellton, MH 76614",1931-08-11,British Virgin Islands,30.88,Person
4027,Kenneth Watts,"25214 Harris Curve
Aaronbury, AS 90120",1931-01-21,Finland,95.24,Company
4028,Gina Patterson,"084 Anthony Field
Port Jeffrey, FM 32666",1933-08-23,British Indian Ocean Territory (Chagos Archipelago),96.06,Person
4029,James Miller,"Unit 8115 Box 3562
DPO AP 57110",1942-03-21,Panama,40.56,Person
4030,Mary Gonzalez,"327 Ricky Wall Suite 557
Stephanieland, IL 84416",1931-10-10,Guadeloupe,7.69,Person
4031,Chelsea Townsend,"2082 Johnson Roads Apt. 846
Jasonton, MN 44598",1973-01-14,Morocco,53.48,Company
4032,Kim Hale,"1126 Adams Manor
Anthonyville, SC 08564",1914-10-10,Falkland Islands (Malvinas),65.19,Company
4033,Eddie Ortiz,"247 Bethany Shores Apt. 290
Stephenshire, MI 81533",1926-04-15,Mexico,61.34,Person
4034,John Prince,"359 Samantha Lock
South Phillipfort, AL 32679",1921-03-18,Tokelau,88.11,Company
4035,Christopher Martinez DVM,"271 Mark Brooks
Randallfort, TX 49206",1997-05-03,Solomon Islands,21.29,Company
4036,Sarah Brown,"2503 Perez Valley
Wilkersonberg, NM 19438",2009-04-11,Brazil,65.99,Company
4037,Amy Adams,"1571 Robert Circles Apt. 828
West Kristiehaven, NY 25830",2024-09-13,Hong Kong,16.34,Company
4038,Joshua Brown,"750 Angela Hollow
South Carrie, PR 04673",1945-04-07,Bermuda,61.87,Person
4039,Dean Luna,"3900 David Cliff
Jasonberg, NH 41726",1976-03-17,Portugal,74.6,Company
4040,David Austin,"358 Potts Motorway
South Andrewton, IL 72297",1998-03-03,Poland,87.45,Company
4041,Christopher Campos,"672 Emily Mountains Suite 421
South Sethton, SD 01604",1981-09-08,Mayotte,16.77,Company
4042,Michael Rojas,"USNV Hernandez
FPO AE 86134",2006-11-05,Portugal,74.96,Person
4043,Andrew Kennedy,"30077 Russell Roads
Lake Ryan, FM 29657",1959-02-20,Faroe Islands,33.37,Person
4044,Stanley Durham,"USCGC Hudson
FPO AE 71200",1935-08-29,Faroe Islands,87.92,Company
4045,Robert Carpenter,"71897 Scott Trafficway
West Samantha, NM 69001",1929-04-17,Netherlands,43.23,Company
4046,John Schmidt,"512 Johnson Spur
Williamside, MT 47013",2021-10-28,Tonga,40.2,Company
4047,Mrs. Samantha Rivera,"7191 Conrad Fields
North Michaelville, MP 26789",1922-08-08,Samoa,92.17,Person
4048,Yolanda Romero,"7543 Brown Underpass Apt. 558
New Christophermouth, SC 32741",1916-08-26,Burkina Faso,15.56,Person
4049,Emily Griffin,"24360 Deborah Stravenue Apt. 190
South Thomasshire, MO 72896",2009-10-02,Monaco,46.19,Company
4050,Jeffery Fox,"PSC 5574, Box 2420
APO AP 18616",1997-04-27,Hungary,32.0,Person
4051,Tracy Velazquez,"506 Garcia Extensions Apt. 011
Robbinsville, GU 81749",1933-05-24,Venezuela,32.67,Person
4052,Renee Rojas,"991 Benjamin Vista
South Samantha, FL 35363",1920-06-18,Czech Republic,97.47,Person
4053,Eric Hamilton,"772 Kristi Ridge Apt. 642
Smithbury, CA 54208",1960-10-26,Croatia,3.52,Person
4054,Joel Anderson,"3741 Jason Points
South Meganville, IN 83024",1922-09-02,Yemen,96.19,Company
4055,Steven Murphy,"PSC 9412, Box 0623
APO AA 79198",2003-09-25,Cocos (Keeling) Islands,32.71,Person
4056,Ryan Owen,"76049 Peters Plaza Apt. 327
Booneshire, PA 33240",1977-08-09,Cameroon,33.87,Person
4057,David Campbell,"7962 Martinez Road Apt. 202
Kevinmouth, IL 69319",1974-04-03,Norway,6.52,Company
4058,Matthew Murphy,"9208 Jeffrey Views
South Lauren, NC 08203",1977-03-06,Kyrgyz Republic,96.27,Company
4059,Blake Blair Jr.,"1756 Wright Walks Suite 523
Lake Anahaven, AK 42121",2013-10-07,Peru,94.1,Company
4060,David Vance,"1424 Hunt Park Suite 754
New Zacharystad, MS 76914",2000-12-15,United States of America,84.17,Company
4061,Philip Escobar,"700 Alexander Island
Christopherport, CA 09547",2011-03-23,Italy,45.74,Company
4062,James Green,"0786 Haynes Landing
Thomastown, NJ 89062",2017-10-14,Korea,67.33,Company
4063,Samantha Williams,"899 Christina Common
Tiffanyland, GU 01113",1965-08-15,Cook Islands,65.54,Person
4064,Christopher Mason,"4835 Wilson Drive Suite 786
West Louis, NV 15539",2021-01-11,Colombia,13.65,Person
4065,Kyle Ortiz,"81443 Potter Ranch
North Kevin, GU 87629",1948-01-02,Benin,22.81,Person
4066,Ryan Mills,"6923 Wood Spring
Calderonstad, IL 08327",1921-07-12,Slovakia (Slovak Republic),30.63,Company
4067,Angela Greer,"12763 Patrick Branch
West Lawrence, OK 47009",2004-07-14,Spain,72.9,Person
4068,Emma Santos,"Unit 5346 Box 9035
DPO AP 53109",1964-07-08,Tonga,62.29,Person
4069,David Perez,"7262 Steven Flats Apt. 431
Escobarborough, NY 88549",1955-07-20,Iran,35.18,Company
4070,Todd Santos,"81278 Brown Center
Lake Zacharyfurt, NY 19661",1912-06-28,Falkland Islands (Malvinas),36.83,Company
4071,Lori Lambert,"0317 Olson Motorway
Carolbury, TX 24331",2010-05-26,Sri Lanka,46.06,Person
4072,John Kidd,"3457 Courtney Spur Apt. 151
Peterfurt, AK 19795",1932-08-30,New Zealand,46.62,Company
4073,Mrs. Brittany Mitchell DDS,"34495 James Mews
Allisonburgh, IN 32613",1910-07-16,South Africa,66.0,Person
4074,Austin Soto,"7731 Frye Lakes Apt. 999
New Monicafurt, ID 07957",2000-01-14,Bulgaria,83.75,Company
4075,Jennifer Cruz,"959 Maynard Union Suite 008
East Kimberlyborough, IA 05285",1964-04-25,American Samoa,66.92,Company
4076,Benjamin Patrick,"1213 Little Dale
Freemanhaven, SD 22627",1950-05-27,Colombia,78.45,Company
4077,Patricia Castillo,"1975 Janet Throughway
Port Sabrinashire, CO 71912",2001-11-23,Swaziland,95.64,Person
4078,James Berry,"38866 Heather Valley Suite 561
East Tina, AS 42379",1933-08-31,Bhutan,16.24,Person
4079,Lindsey Donovan,"9802 Baird Route
Randyberg, NH 63703",1947-01-22,Montenegro,82.9,Company
